Species,Order,Family,Extinct in Caribbean,Endemic to Caribbean,Acklins,Crooked Island,Fortune Island,East Caicos,Middle Caicos,North Caicos,Providenciales,Andros,Cat Island,Darby,Eleuthera Island,Great Exuma,Little Exuma,Long Island,New Providence,Ragged Island,Great Inagua,Little Inagua,Grand Bahama,Great Abaco,Little Abaco,Mayaguana,East Plana Cay,San Salvador,Cayman Brac,Little Cayman,Archipielago de Samana,Cayo Ballentino del Medio,Cayo de la Piedra,Cayo Fragoso,Cayo Largo,Cayo Maya,Cayos de Ana Maria,Cuba,Isle of Pines,Samana Cay,San Felipe Cays,Grand Cayman,Hispaniola,Ile de la Gonave,Ile de la Tortue,Jamaica,Mona,Navassa,Anegada,Culebra,Guana,Jost van Dyke,Puerto Rico,St. John,St. Thomas,Tortola,Vieques,Virgin Gorda,St. Croix,Anguilla,St. Barthelemy,St. Eustatius,St. Martin,Tintamarre,Antigua,Barbuda,Barbados,Dominica,Bequia,Carriacou,Grenada,Mustique,Union,Guadeloupe,La Desirade,Marie Galante,Martinique,Montserrat,Saba,St. Lucia,St. Vincent,Nevis,St. Kitts,Little Swan Island,Providencia,San Andres
,,,,,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Greater Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Lesser Antilles,Other,Other,Other
Eptesicus fuscus,Chiroptera,Vespertilionidae,,,Acklins,Crooked Island,,,,,,Andros,,,,Great Exuma,,Long Island,New Providence,,,,Grand Bahama,Great Abaco,,,,San Salvador,Cayman Brac,,,,,,,,,Cuba,Isle of Pines,,,Grand Cayman,Hispaniola,,,Jamaica,,,,,,,Puerto Rico,,,,,,,,,,,,,,,Dominica,,,,,,,,,,,,,,,,,,
Eptesicus guadeloupensis,Chiroptera,Vespertilionidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guadeloupe,,,,,,,,,,,,
Lasiurus degelidus,Chiroptera,Vespertilionidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasiurus insularis,Chiroptera,Vespertilionidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasiurus intermedius,Chiroptera,Vespertilionidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,Isle of Pines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasiurus minor,Chiroptera,Vespertilionidae,,1,,,,,,,Providenciales,Andros,Cat Island,,,,,Long Island,New Providence,,Great Inagua,,Grand Bahama,,,Mayaguana,,,,,,,,,,,,,,,,,Hispaniola,,,,,,,,,,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasiurus pfeifferi,Chiroptera,Vespertilionidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myotis cf. M. austroriparius,Chiroptera,Vespertilionidae,1,1,,,,,,,,,,,,,,,,,,,,Great Abacoæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myotis dominicensis,Chiroptera,Vespertilionidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominica,,,,,,Guadeloupe,,,,,,,,,,,,
Myotis martiniquensis,Chiroptera,Vespertilionidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbados,,,,,,,,,,Martinique,,,,,,,,,
Nycticeius cubanus,Chiroptera,Vespertilionidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acratocnus antillensis,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acratocnus odontrigonus,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Ricoæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acratocnus simorhynchus,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acratocnus ye,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galerocnus jaimezi,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megalocnus rodens,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megalocnus zile,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,Ile de la Tortueæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neocnus comes,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neocnus dousman,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neocnus glirifomis,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neocnus major,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neocnus toupiti,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramiocnus riveroi,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parocnus browni,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parocnus serus,Pilosa,Megalonychidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,Ile de la Gonaveæ,Ile de la Tortueæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antillothrix bernensis,Primates,?Cebidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralouatta varonai,Primates,Pitheciidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insulacebus toussaintiana ,Primates,?Aotidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenothrix mcgregori,Primates,?Aotidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaicaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capromys antiquus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capromys arredondoi,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capromys latus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capromys pappus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capromys pilorides,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,Isle of Pines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capromys robustus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capromys sp. nov.,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cayo Ballentino del Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen. nov.? (aff. Hexolobodon) sp. nov.,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geocapromys brownii,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geocapromys columbianus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geocapromys ingrahami,Rodentia,Capromyidae,,1,Acklins,Crooked Island,,,Middle Caicos,,,Andros,Cat Island,,Eleuthera Island,Great Exuma,Little Exuma,Long Island,New Providence,Ragged Island,,,,Great Abaco,,,East Plana Cay,San Salvador,,,,,,,,,,,,Samana Cay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geocapromys pleistocenicus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geocapromys sp. nov. A,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Cayman Bracæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geocapromys sp. nov. B,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Caymanæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geocapromys thoracatus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Swan Island,,
Hexolobodon phenax,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,Ile de la Gonaveæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolobodon montanus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,Ile de la Gonaveæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolobodon portoricensis,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,Ile de la Gonaveæ,Ile de la Tortueæ,,Monaæ,,,,Guanaæ,Jost van Dykeæ,Puerto Ricoæ,St. Johnæ,St. Thomasæ,Tortolaæ,Viequesæ,,St. Croixæ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys angelcabrerai,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cayos de Ana Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys auritus,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Archipielago de Samana,,,Cayo Fragoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys barbouri,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys beatrizae,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys delicatus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys gracilis,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys kraglievichi,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys melanurus,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys minimus,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys nanus,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,Isle of Pines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys sanfelipensis,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Felipe Cays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys silvai,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysateles garridoi,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cayo de la Piedra,,Cayo Largo,Cayo Maya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysateles gundlachi,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isle of Pines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysateles jaumei,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysateles meridionalis,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isle of Pines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysateles prehensilis,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiodontia aedium,Rodentia,Capromyidae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniola,Ile de la Gonave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiodontia araeum,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,Ile de la Gonaveæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiodontia ipnaeum,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhizoplagiodontia lemkei,Rodentia,Capromyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gen. nov.? (""Ekbletomys"") sp. nov.?",Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antiguaæ,Barbudaæ,,,,,,,,,,,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenadaæ,,,,,,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenadaæ,,,,,,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anguillaæ,,,St. Martinæ,Tintamarreæ,,,,,,,,,,,,,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbadosæ,,,,,,,,,,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carriacouæ,,,,,,,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guadeloupeæ,,,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Desiradeæ,,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marie Galanteæ,,,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montserratæ,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montserratæ,,,,,,,,
gen. nov.? sp. nov.?,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabaæ,,,,,,,
Megalomys audreyae,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbudaæ,,,,,,,,,,,,,,,,,,,,
Megalomys desmarestii,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martiniqueæ,,,,,,,,,
Megalomys luciae,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Luciaæ,,,,,,
Oligoryzomys victus,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Vincentæ,,,,,
Oryzomys antillarum,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaicaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennatomys nivalis,Rodentia,Cricetidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Eustatiusæ,,,,,,,,,,,,,,,,,,,,Nevisæ,St. Kittsæ,,,
Boromys offella,Rodentia,Echimyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boromys torrei,Rodentia,Echimyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,Isle of Pinesæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brotomys contractus,Rodentia,Echimyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brotomys voratus,Rodentia,Echimyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,Ile de la Gonaveæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heteropsomys insulans,Rodentia,Echimyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Ricoæ,,,,Viequesæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puertoricomys corozalus,Rodentia,Echimyidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Ricoæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clidomys osborni,Rodentia,Heptaxodontidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaicaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elasmodontomys obliquus,Rodentia,Heptaxodontidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Ricoæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quemisia gravis,Rodentia,Heptaxodontidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xaymaca fulvopulvis,Rodentia,Heptaxodontidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaicaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen. nov. sp. nov.,Rodentia,incertae sedis,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaicaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tainotherium valei,Rodentia,incertae sedis,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Ricoæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesophontes edithae,Soricomorpha,Nesophontidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Ricoæ,St. Johnæ,St. Thomasæ,,Viequesæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesophontes hypomicrus,Soricomorpha,Nesophontidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispaniolaæ,Ile de la Gonaveæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesophontes major,Soricomorpha,Nesophontidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesophontes micrus,Soricomorpha,Nesophontidae,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubaæ,Isle of Pinesæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
